Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province (E),Company,Status,Latitude,Longitude,Approximate Volume Released (m³),Substance (E),Release Type,Significant,Year,Occurrence Date and Time,Discovered Date and Time,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Duration of interruption of pipeline operations,Pipeline or Facility Type,Activity being performed at time of incident,How the incident was discovered,Closed Date,Pipeline or facility equipment involved,Rupture (E),Incident type,Released substance type,Released volume (m3),Pipe body release,Residual effects on the environment,Source of Explosion,Source of Fire,Activity at time of fatality,Number of fatalities,Type of Injury,Number of individuals injured,Workdays lost,Work restricted by injury,Conditions that resulted in the operation beyond  limits,Conditions that resulted in adverse effects on the environment,Number of people evacuated,Regulation,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Substance carried,Facility Name,Facility Type,Facility latitude,Facility longitude,Country,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Land Use,Population Density,Kilometre post,Emergency Level,Investigation Type,Was NEB Staff Deployed,Related NEB event number,Equipment or component involved,Design standard,Nominal pipe size,Material,Material grade,Schedule,Design wall thickness (mm),Custom design wall thickness (mm),Actual wall thickness (mm),Licensed maximum operating pressure (kPa),Restricted operating pressure (kPa),Actual operating pressure at time of failure (kPa),Designed depth of cover (m),Actual depth of cover (m),Year of manufacture,Year of installation,Year when put into service,Most recent cathodic protection reading at incident site (mV vs. Cu/CuSO4),Weld type ,Seam type,Seam joining method,Seam clock position,Coating location,Coating type,Coating condition,Application method,Year when the coating was applied,Insulation installed,Repair type,Repair date,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program
INC2017-128,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,11/9/2016 11:57,11/9/2016 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate warning system;Substandard Conditions, Inadequate information or data;Substandard Conditions, Inadequate preparation or planning",External Interference,"Personal factors, Mental or psychological stress, Extreme judgment or decision demands;Personal factors, Lack of knowledge, Misunderstood directions;Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate communications, Inadequate horizontal communication between peers;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication, Human Factors",No pipeline interruption,Transmission,Operation,SCADA,12/22/2017,No,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-127,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,10/23/2016 1:21,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate warning system;Substandard Conditions, Inadequate information or data;Substandard Conditions, Inadequate preparation or planning",External Interference,"Personal factors, Mental or psychological stress, Extreme judgment or decision demands;Personal factors, Lack of knowledge, Misunderstood directions;Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Inadequate communications, Inadequate horizontal communication between peers;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication, Human Factors",No pipeline interruption,Transmission,Operation,SCADA,12/22/2017,No,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-126,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/14/2015 5:00,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,No,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-125,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/6/2015 3:01,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Defective tools, equipment or materials;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,No,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-124,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/23/2015 12:02,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,No,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-123,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,1/27/2015 8:49,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,"Pipeline, Pipe, Body",,NPS 10,Carbon Steel,317 - X46,,7.8 mm = 0.307 in,,,,,,,,,1952,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-122,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/9/2015 12:41,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,"Pipeline, Pipe, Body",,NPS 10,Carbon Steel,317 - X46,,7.8 mm = 0.307 in,,,,,,,,,1952,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-121,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/17/2015 10:27,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-120,"Pipeline, Pipe, Body",,NPS 10,Carbon Steel,317 - X46,,7.8 mm = 0.307 in,,,,,,,,,1952,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-120,Operation Beyond Design Limits,8/31/2017,Montreal East,Quebec,Trans-Northern Pipelines Inc.,Closed,45.630971,-73.531765,Not Applicable,Not Applicable,Not Applicable,No,2017,2/2/2015 2:17,8/30/2017 12:00,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate information or data",External Interference,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Transmission,Operation,SCADA,1/26/2018,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Over Pressure,,0,OPR,,,,,,,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,"INC2017-121, INC2017-122, INC2017-123, INC2017-124, INC2017-125, INC2017-126, INC2017-127, INC2017-128, INC2017-129, INC2017-135, INC2017-138, INC2017-139, INC2017-140, INC2017-141, INC2017-143, INC2017-144, INC2017-149, INC2017-150, INC2017-151, INC2017-157, INC2017-158","Pipeline, Pipe, Body",,NPS 10,Carbon Steel,317 - X46,,7.8 mm = 0.307 in,,,720,,,,,,1952,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-117,Fire,8/16/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.1695,-120.6575,Not Applicable,Not Applicable,Not Applicable,No,2017,8/15/2017 2:00,8/15/2017 2:00,"Substandard Conditions, Weather Related, Temperature Extremes;Substandard Conditions, Fire and explosion hazards",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),11/10/2017,No,No,Fire,,,,No,,Welding or Cutting,,,,,,,,,0,OPR,"16 Boundary Lake Pipeline""",406.4,49.55772514,"Natural Gas, Natural Gas Sweet",,,,,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,47,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-116,Serious Injury (CER or TSB),8/15/2017,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.749071,-122.2058,Not Applicable,Not Applicable,Not Applicable,Yes,2017,8/14/2017 5:30,8/14/2017 5:30,"Substandard Acts, Failure to react or correct",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training","Human Factors, Inadequate Supervision",No pipeline interruption,Transmission,Construction,Employee / Contractor (Onsite),1/5/2018,No,No,Serious Injury (CER or TSB),,,,No,,,,,Hospitalization required,4,,No,,,0,OPR,HIGH PINE EXPANSION,1067,32.30675088,Natural Gas Sweet,,,,,Canada,No,Yes,No,No,Forests,10 or fewer dwelling units,KM 4 on High Rise Road,Level II,Category B,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-115,Release of Substance,8/11/2017,"Rosemary, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,50.71329,-112.09327,9777,Natural Gas - Sweet,Gas,No,2017,,8/10/2017 3:55,"Damage or deterioration mechanism, External Interference, Third Party;Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Holidays","Corrosion and Cracking, External Interference","External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),1/11/2019,Yes,No,Release of Substance,Natural Gas - Sweet,9777,Yes,No,,,,,,,,,,,0,OPR,COUNTESS WEST LATERAL - NPS 4,114.3,5.92251494,Natural Gas,,,,,Canada,No,Yes,Yes,No,Agricultural Cropland,10 or fewer dwelling units,4.3,Level I,Standard Review - 168 days,No,,"Pipeline, Pipe, Body",1976,NPS 4,Stainless Steel,290 - X42,,2.8 mm = 0.109 in,2.7,2.7,8412,,5422,1.2,1.2,1976,1976,1976,-0.53,,Straight,Electric Resistance Welded,3 o'clock,External,Fusion Bonded Epoxy (FBE),Holidays,Plant Applied,,No,Replacement,8/17/2017,No,8/5/2015,Inline Inspection (ILI),Yes,Yes,,,No
INC2017-114,Release of Substance,8/10/2017,Redwater,Alberta,NOVA Gas Transmission Ltd.,Closed,54.057238,-113.219046,17022,Natural Gas - Sweet,Gas,No,2017,,8/9/2017 4:55,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",Short-term interruption,Transmission,Operation,Scheduled Patrol,8/14/2018,Yes,No,Release of Substance,Natural Gas - Sweet,17022,Yes,No,,,,,,,,,,,0,OPR,REDWATER LATERAL - NPS 10,273.1,145.4215609,Natural Gas,,,,,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,OM2017-416,"Pipeline, Pipe, Body",,NPS 10,Carbon Steel,359 - X52,,,,3.9,8322,,4184,,1.1,,1974,,,,Straight,Electric Resistance Welded,10 o'clock,External,Polyethylene Tape Wrap,Disbonded,Field Applied,,No,Replacement,8/14/2017,No,8/9/2017,Visual,Yes,Yes,,,No
INC2017-111,Operation Beyond Design Limits,7/31/2017,"Ficko, Ontario",Ontario,Trans-Northern Pipelines Inc.,Closed,45.235319,-75.534506,Not Applicable,Not Applicable,Not Applicable,No,2017,,7/25/2017 12:00,"Damage or deterioration mechanism, Geotechnical Failure, Wash-out or Erosion;Damage or deterioration mechanism, Geotechnical Failure, Scouring",Natural Force Damage,"Job or system factors, Inadequate engineering, Inadequate evaluation of changes;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Engineering and Planning, Maintenance",No pipeline interruption,Transmission,Operation,Inspection Site Visit,9/18/2018,Yes,No,Operation Beyond Design Limits,,,,No,,,,,,,,,Exposure in a Waterbody,,0,OPR,Ottawa Lateral,323.9,69.18015157,"Refined Products-Aviation, Refined Products-Distillate, Refined Products-Gasoline",,,,,Canada,Yes,No,No,No,Water / Wetlands,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,INC2017-085,"Pipeline, Pipe, Body",,NPS 12,Carbon Steel,359 - X52,,5.2 mm = 0.203 in,,,,,,,,,,,,,,,,,Coal Tar Enamel Narrow,,,,No,,,No,,,No,No,,,No
INC2017-110,Release of Substance,7/27/2017,Town of Bethune,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.62028,-105.24194,0.001,Natural Gas Liquids,Gas,No,2017,7/26/2017 10:00,7/26/2017 10:00,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,No pipeline interruption,Transmission,Operation,SCADA,11/9/2017,Yes,No,Release of Substance,Natural Gas Liquids,0.001,No,No,,,,,,,,,,,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,,Meter,,,Canada,No,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,652.95,Level I,Standard Review - 168 days,No,,"Station/Facility, Pumping, Pump",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,No,,Replacement,Yes
INC2017-105,Release of Substance,7/25/2017,"Taylor, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,11,Butane,Gas,No,2017,7/21/2017 5:00,7/21/2017 5:00,"Substandard Conditions, Defective tools, equipment or materials",External Interference,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,,Processing,Operation,,11/9/2017,Yes,No,Release of Substance,Butane,11,No,No,,,,,,,,,,,0,PPR,,,,,MCMAHON GAS PLANT (MCMAHON),,56.14630285,-120.6691693,Canada,No,No,No,No,Developed Land - Industrial,11 to 45 dwelling units,,Level I,Standard Review - 168 days,No,,"Processing Plant, Storage;Processing Plant, Fractionation",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-104,Fire,7/21/2017,"Dorion, Ontario",Ontario,TransCanada PipeLines Limited,Closed,48.598185,-88.807598,Not Applicable,Not Applicable,Not Applicable,No,2017,7/21/2017 11:00,7/21/2017 11:00,"Substandard Conditions, Weather Related, Temperature Extremes",External Interference,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,No pipeline interruption,Transmission,Maintenance,Employee / Contractor (Onsite),11/20/2017,No,No,Fire,,,,No,,Housekeeping,,,,,,,,,0,OPR,LINE 100-1,"508.00000000, 762.00000000, 863.60000000",2595.724534,Natural Gas,,,,,Canada,No,Yes,Yes,No,Vegetative Barren,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-103,Release of Substance,7/20/2017,"Rapid City, Manitoba",Manitoba,TransCanada PipeLines Limited,Closed,50.07617,-99.9867,58.7,Natural Gas - Sweet,Gas,No,2017,,7/20/2017 10:00,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,No pipeline interruption,Transmission,Operation,Employee / Contractor (Onsite),11/24/2017,Yes,No,Release of Substance,Natural Gas - Sweet,58.7,No,No,,,,,,,,,,,0,OPR,LINE 100-2,"508.00000000, 609.60000000, 762.00000000, 863.60000000, 914.40000000",3393.42642,Natural Gas,,Meter,,,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units,NA,Level I,Standard Review - 168 days,No,,"Station/Facility, Compression, Compressor",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-102,Release of Substance,7/18/2017,"Sherwood Park, AB",Alberta,Enbridge Pipelines Inc.,Closed,53.544231,-113.349269,12.8,Crude Oil - Synthetic,Liquid,No,2017,5/30/2017 10:30,5/30/2017 10:30,"Damage or deterioration mechanism, Material Loss, Internal Material Loss",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,Long-term interruption,Transmission,Operation,Employee / Contractor (Onsite),11/9/2017,Yes,No,Release of Substance,Crude Oil - Synthetic,12.8,No,No,,,,,,,,,,,0,OPR,,,,,,Meter,,,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,0,Level I,Standard Review - 168 days,No,INC2017-084,"Pipeline, Pipe, Body",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,,,No,Yes,,,No
INC2017-101,Release of Substance,7/14/2017,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14630285,-120.6691693,300,Natural Gas - Sour,Gas,Yes,2017,7/13/2017 4:00,7/13/2017 4:00,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate or improper controls;Job or system factors, Inadequate purchasing, Inadequate research on materials or equipment;Job or system factors, Inadequate communications, Inadequate communication between work groups ","Engineering and Planning, Failure in communication, Inadequate Procurement",No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),11/9/2017,Yes,No,Release of Substance,Natural Gas - Sour,300,No,No,,,,,,,,,,,0,PPR,,,,,MCMAHON GAS PLANT (MCMAHON),,56.14630285,-120.6691693,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units,,Level I,Standard Review - 168 days,No,,"Processing Plant, Dehydration",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
INC2017-100,Fire,7/14/2017,"Patricia, AB",Alberta,NOVA Gas Transmission Ltd.,Closed,50.697092,-111.489744,Not Applicable,Not Applicable,Not Applicable,No,2017,,7/12/2017 4:45,"Damage or deterioration mechanism, External Interference, Unknown",External Interference,"External Interference, Natural or Environmental Forces",Natural or Environmental Forces,No pipeline interruption,Transmission,Operation,Other Control System,11/3/2017,No,No,Fire,,,,No,,Other Event (Nature or 3rd Party),,,,,,,,,0,OPR,EASTERN ALBERTA M/L LOOP #3,1219,36.19977727,Natural Gas,,,,,Canada,Yes,No,No,No,Agricultural Cropland,10 or fewer dwelling units,N/A,Level I,Standard Review - 168 days,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,No,No,,,No
